Cap,Salt,Cadmium,SaltCadmium,Timepoint,TissueType,DryWeight,VolDigestUsed,Element,ConcSamp,ConcRep,CorConc,ugElementPermgDW,ugElement
91,1,1,11,1,leaf,0.02091,0.7,Zn,0.16833993,0.168,0.161371161,0.066149277,1.38318138
92,1,1,11,1,leaf,0.00779,0.7,Zn,0.068211236,0.068,0.061242467,0.067385806,0.524935431
93,1,1,11,1,root,0.0019,0.7,Zn,0.060136925,0.06,0.053168156,0.239856343,0.455727051
94,1,1,11,1,leaf,0.08039,0.7,Zn,0.746203278,0.746,0.739234509,0.078819453,6.336295791
95,1,1,11,1,leaf,0.02439,0.7,Zn,0.210832204,0.211,0.203863435,0.071644152,1.747400871
96,1,1,11,1,root,8.60E-04,0.9,Zn,0.070339485,0.07,0.063370716,0.49124586,0.42247144
97,1,1,11,1,leaf,0.02143,0.7,Zn,0.461912314,0.462,0.454943545,0.181965287,3.8995161
98,1,1,11,1,leaf,0.01283,0.7,Zn,0.125057976,0.125,0.118089207,0.078892689,1.012193203
99,1,1,11,1,root,0.00403,0.7,Zn,0.183035145,0.183,0.176066376,0.374476518,1.509140366
100,1,1,11,2,leaf,0.01067,0.7,Zn,0.154657992,0.155,0.147689223,0.118641764,1.265907626
101,1,1,11,2,leaf,0.0064,0.7,Zn,0.094035243,0.094,0.087066474,0.116606885,0.746284063
102,1,1,11,2,root,0.00558,0.7,Zn,0.171062481,0.171,0.164093712,0.252064074,1.406517531
103,1,1,11,2,leaf,0.08275,0.7,Zn,0.64337009,0.643,0.636401321,0.065919861,5.454868466
104,1,1,11,2,leaf,0.02628,0.7,Zn,0.286175487,0.286,0.279206718,0.091065466,2.39320044
105,1,1,11,2,root,0.01388,0.7,Zn,0.401085325,0.401,0.394116556,0.243381982,3.378141909
106,1,1,11,2,leaf,0.02069,0.7,Zn,0.354944906,0.355,0.347976137,0.14415914,2.982652603
107,1,1,11,2,leaf,0.01375,0.7,Zn,0.179492632,0.179,0.172523863,0.107547343,1.478775969
108,1,1,11,2,root,0.00681,0.7,Zn,0.104535138,0.105,0.097566369,0.122802227,0.836283163
