Cap,Salt,Cadmium,SaltCadmium,Timepoint,Plant,TissueType,DryWeight,VolDigestUsed,Element,ConcSamp,ConcRep,CorConc,ugElementPermgDW,ugElement
35,0,0,00,0,3,young leaf,0.01297,0.7,Zn,0.12084923,0.121,0.11388046,0.0752597,0.97611825
36,0,0,00,0,3,root,0.00181,0.7,Zn,0.06776665,0.068,0.06079788,0.28791421,0.52112473
37,0,0,00,1,1,old leaf,0.0067,0.7,Zn,0.05156052,0.052,0.04459175,0.05704702,0.38221501
38,0,0,00,1,1,young leaf,0.00494,0.7,Zn,0.02970549,0.03,0.02273673,0.03945065,0.19488621
39,0,0,00,1,1,root,4.50E-04,0.9,Zn,0.04358752,0.044,0.03661875,0.54249999,0.24412499
40,0,0,00,1,2,old leaf,0.02266,0.7,Zn,0.30927714,0.309,0.30230837,0.11435192,2.5912146
41,0,0,00,1,2,young leaf,0.0201,0.7,Zn,0.17955967,0.18,0.17259091,0.07359953,1.47935061
42,0,0,00,1,2,root,0.00206,0.7,Zn,0.18515006,0.185,0.17818129,0.74139231,1.52726817
43,0,0,00,1,3,old leaf,0.05449,0.7,Zn,0.20299343,0.203,0.19602466,0.03083522,1.68021141
44,0,0,00,1,3,young leaf,0.03535,0.7,Zn,0.23936061,0.239,0.23239184,0.0563488,1.99193004
45,0,0,00,1,3,root,0.00493,0.7,Zn,0.13228325,0.132,0.12531448,0.21787508,1.07412415
46,0,0,00,2,1,old leaf,0.00734,0.7,Zn,0.02515548,0.025,0.01818671,0.02123789,0.1558861
47,0,0,00,2,1,young leaf,0.00558,0.7,Zn,0.00311178,0.003,0,0,0
48,0,0,00,2,1,root,6.90E-04,0.9,Zn,0.02009499,0.02,0.01312622,0.12682334,0.08750811
49,0,0,00,2,2,old leaf,0.03089,0.7,Zn,0.22195892,0.222,0.21499016,0.05965596,1.84277276
50,0,0,00,2,2,young leaf,0.0157,0.7,Zn,0.13408815,0.134,0.12711938,0.06940093,1.08959467
51,0,0,00,2,2,root,0.00293,0.7,Zn,0.34334613,0.343,0.33637736,0.9840391,2.88323455
52,0,0,00,2,3,old leaf,0.05331,0.7,Zn,0.21115175,0.211,0.20418298,0.03282949,1.75013985
53,0,0,00,2,3,young leaf,0.01395,0.7,Zn,0.15176619,0.152,0.14479742,0.08896923,1.24112077
54,0,0,00,2,3,root,0.0067,0.7,Zn,0.23691013,0.237,0.22994136,0.29416805,1.97092592
82,1,1,11,0,1,old leaf,0.02167,0.7,Zn,0.18510404,0.185,0.17813527,0.07046026,1.52687374
83,1,1,11,0,1,young leaf,0.00766,0.7,Zn,0.08989784,0.09,0.08292907,0.09279643,0.71082063
84,1,1,11,0,1,root,0.00413,0.7,Zn,0.11318605,0.113,0.10621728,0.22044403,0.91043385
85,1,1,11,0,2,old leaf,0.08326,0.7,Zn,1.0266187,1.027,1.01964993,0.10497065,8.73985651
86,1,1,11,0,2,young leaf,0.02175,0.7,Zn,0.2858972,0.286,0.27892843,0.10992253,2.3908151
87,1,1,11,0,2,root,0.00262,0.7,Zn,0.06785436,0.068,0.06088559,0.19918949,0.52187647
88,1,1,11,0,3,old leaf,0.01696,0.7,Zn,0.31085081,0.311,0.30388204,0.1535792,2.60470323
89,1,1,11,0,3,young leaf,0.02156,0.7,Zn,0.2095382,0.21,0.20256943,0.08053383,1.73630937
90,1,1,11,0,3,root,0.00338,0.7,Zn,0.1228631,0.123,0.11589433,0.29389939,0.99337995
91,1,1,11,1,1,old leaf,0.02091,0.7,Zn,0.16833993,0.168,0.16137116,0.06614928,1.38318138
92,1,1,11,1,1,young leaf,0.00779,0.7,Zn,0.06821124,0.068,0.06124247,0.06738581,0.52493543
93,1,1,11,1,1,root,0.0019,0.7,Zn,0.06013693,0.06,0.05316816,0.23985634,0.45572705
94,1,1,11,1,2,old leaf,0.08039,0.7,Zn,0.74620328,0.746,0.73923451,0.07881945,6.33629579
95,1,1,11,1,2,young leaf,0.02439,0.7,Zn,0.2108322,0.211,0.20386343,0.07164415,1.74740087
96,1,1,11,1,2,root,8.60E-04,0.9,Zn,0.07033949,0.07,0.06337072,0.49124586,0.42247144
97,1,1,11,1,3,old leaf,0.02143,0.7,Zn,0.46191231,0.462,0.45494355,0.18196529,3.8995161
98,1,1,11,1,3,young leaf,0.01283,0.7,Zn,0.12505798,0.125,0.11808921,0.07889269,1.0121932
99,1,1,11,1,3,root,0.00403,0.7,Zn,0.18303515,0.183,0.17606638,0.37447652,1.50914037
100,1,1,11,2,1,old leaf,0.01067,0.7,Zn,0.15465799,0.155,0.14768922,0.11864176,1.26590763
101,1,1,11,2,1,young leaf,0.0064,0.7,Zn,0.09403524,0.094,0.08706647,0.11660688,0.74628406
102,1,1,11,2,1,root,0.00558,0.7,Zn,0.17106248,0.171,0.16409371,0.25206407,1.40651753
103,1,1,11,2,2,old leaf,0.08275,0.7,Zn,0.64337009,0.643,0.63640132,0.06591986,5.45486847
104,1,1,11,2,2,young leaf,0.02628,0.7,Zn,0.28617549,0.286,0.27920672,0.09106547,2.39320044
105,1,1,11,2,2,root,0.01388,0.7,Zn,0.40108533,0.401,0.39411656,0.24338198,3.37814191
106,1,1,11,2,3,old leaf,0.02069,0.7,Zn,0.35494491,0.355,0.34797614,0.14415914,2.9826526
107,1,1,11,2,3,young leaf,0.01375,0.7,Zn,0.17949263,0.179,0.17252386,0.10754734,1.47877597
108,1,1,11,2,3,root,0.00681,0.7,Zn,0.10453514,0.105,0.09756637,0.12280223,0.83628316
